Raw,CD-RE,Polarity
"That is inappropriate whenever, wherever and with whoever. So glad she has an amazing support system in her parentsâ€¦ https://t.co/Rn04nAFeLr",tidak sesuai masa sahaja sahaja gembira mempunyai sistem sokongan luar ibu bapanya,1
My husben is a teacher &amp; he agrees that some teachers are pervert. Plus dulu pernah kene tp tak berani nak speak upâ€¦ https://t.co/uXuvKymbn2,husben guru amp bersetuju guru sesat ditambah kene tak berani nak bersuara,-1
"#MakeSchoolASaferPlace
I dont actually care abt this tag im just here to show you guys my lovely cute waifu, ichikaâ€¦ https://t.co/DG9wVoEQsq",Saya tidak peduli tag untuk menunjukkan waifu ichika comel indah,0
@tonyeusoff Betul tu dato'.. Saya sokong !! #MakeSchoolASaferPlace,dato sokong betul,1
#MakeSchoolASaferPlace https://t.co/FGW6ZlYPus,,0
#MakeSchoolASaferPlace ðŸ’ªðŸ’ªðŸ»ðŸ’ªðŸ¼ðŸ’ªðŸ½ðŸ’ªðŸ¾ðŸ’ªðŸ¿ https://t.co/thIXer3xJn,biceps flexed biceps light tone flexed biceps medium light skin tone flexed biceps medium skin tone flexed biceps medium dark skin tone flexed biceps dark skin tone flexed biceps dark skin tone,0
"eii geram betul budak kelas dia ni, kalau aku jumpe, aku cepuk, org nk tolong dia, alih2 tikam belakang, nk sgt jadâ€¦ https://t.co/dsUngNUh4v",eii geram betul budak jumpe cepuk orang nak tolong alih2 tikam belakang nak sgt jad,-1
"Educate to eradicate. ðŸ‘Š Denormalise rap3 culture.

Standing in solidarity with @ant33ater  

#MakeSchoolASaferPlaceâ€¦ https://t.co/YGeAuTYoNS",mendidik untuk membasmi budaya denormalise rap3 penumbuk datang solidariti,1
Omg you are so brave young girl. Reading those extreme comments make me feel ashamed of being muslim and malay.â€¦ https://t.co/FgQAtTradj,omg awak gadis muda berani membaca komen komen melampau membuatkan berasa malu muslim malay,1
"RIP segelintir pendidik di Malaysia
#MakeSchoolASaferPlace 
#reformeducationalsystem",rip segelintir pendidik malaysia,0
#MakeSchoolASaferPlace,,0
they literally 17 y/o and I donâ€™t think they get the proper exposure about r4pe jokes dan seumpamanya until it consâ€¦ https://t.co/WnFqMCZMj4,benar benar 17 rasa tidak mendapat pendedahan tepat mengenai lelucon r4pe seumpamanya menjadi keburukan,-1
Aku tak fhm betul la org2 kt fb. Kenapa korang perlu nk tngok pakaian budak tu? Kenapa nk ckp2 pasal breast dia besâ€¦ https://t.co/uXdIVQBIN2,tak faham betul org2 kt fb nak tngok pakaian budak perlu nak ckp2 pasal breast bes,-1
#MakeSchoolASaferPlace,,0
"No i will never shut up about this matter , say what u want but atleast I'm not a pussy enough to keep my damn moutâ€¦ https://t.co/JuacktvLJA",tidak tidak tutup mulut mengenai perkara mengatakan mahukan sekurang kurangnya tidak cukup pussy untuk menjaga mulut,-1
Based on what's happening right now in Malaysia (#MakeSchoolASaferPlace ) I'm ashamed to acknowledge the stupidityâ€¦ https://t.co/SbceZYcv6L,berdasarkan berlaku malaysia malu untuk mengakui kebodohan,-1
Malaysian government : Force Malaysian Schools to protect girls from rape and sexual assault - Sign the Petition!â€¦ https://t.co/aENZVFDhdh,Kerajaan malaysia paksa sekolah malaysia lindungi kanak kanak perempuan rogol serangan seksual tandatangan petisyen,0
#MakeSchoolASaferPlace https://t.co/sOYt8okRtB,,0
Tengok dekat post satu ni about this issue and adults yang bukan melayu leaves really good response but tengok lahâ€¦ https://t.co/vWAGpoJII3,tengok post satu mengenai isu orang dewasa melayu meninggalkan sambutan baik tengok,1
if you want to know whatâ€™s going on in msia u can look through the hashtag #MakeSchoolASaferPlace and also this tweâ€¦ https://t.co/2d7iBMVzzc,mengetahui berlaku malaysia melihat hashtag twe,0
Some ppl be preaching amar maaruf nahi mungkar but bats an eye when r*pe joke/culture is being normalized in schoolâ€¦ https://t.co/0nganlN6MG,ppl berkhutbah amar maaruf nahi mungkar memerhatikan budaya r joke dinormalisasi sekolah,-1
"howbeit, #MakeSchoolASaferPlace

so that people don't lose friends anymore like I was. https://t.co/9ksw6CsvYl",orang tidak kehilangan kawan,-1
"I never saw a nigga fighting for a relationship .............. itâ€™s always a female 

#Blueface #CrimesAgainstWomenâ€¦ https://t.co/QGzqnArvCB",Saya tidak melihat nigga memperjuangkan hubungan menjadi wanita,-1
"Sakit dunia kita sekarang.
Yang bergelar pendidik serupa tak cukup terdidik. Memang tak ramai tapi ada. 
Si anak hiâ€¦ https://t.co/2cwKE50F9x",dunia bergelar pendidik tak cukup terdidik tak ada anak hi,-1
"â€œThere needs to be continuous training for teachers to help them deal w issues like mental health, corporal punishmâ€¦ https://t.co/kZJGV5AKrj",perlu ada latihan berterusan untuk guru untuk membantu menangani masalah hukuman badan kesihatan mental,1
"hi guys, it would mean a lot if u could sign and spread this petition to #MakeSchoolASaferPlace for students in myâ€¦ https://t.co/LYnHor14uT",hai lelaki bermakna menandatangani menyebarkan petisyen pelajar,0
pls understand that this movement is not solely for women but also for boys out there. #MakeSchoolASaferPlace doesnâ€¦ https://t.co/FPRCXKhaFc,pls memahami pergerakan semata mata untuk wanita untuk kanak kanak lelaki luar,0
"Pdrm ni buat nyawa orang + sexual harassment ni benda main main je ke?????

Yang kira selipar tu lagi penting??? Giâ€¦ https://t.co/876OqR4r66",pdrm nyawa orang gangguan seksual benda utama sahaja selipar penting pergi,-1
You've done well and great girl! Thank you for speak up and I hope justice is with you. Stay strong!â€¦ https://t.co/GAaXqGcCHH,melakukannya baik gadis hebat terima kasih bersuara harap keadilan tetap kuat,1
#Muslims #educateyourself #MakeSchoolASaferPlace https://t.co/pxNmhtVpCN,,0
"â€œThis is 2021. People can change &amp; learn, even if you're an adultâ€ @melisa_idris &amp; @sharaadkuttan ask student whistâ€¦ https://t.co/8u8PC9ix83",2021 orang menukar amp belajar amp dewasa bertanya pelajar,0
"@WahiWuutt @ant33ater Ye.. Pressure dri org luar yg main hentam je.. Niat utk nk #MakeSchoolASaferPlace  bgus, tpiâ€¦ https://t.co/qb24ENAWbA",ya pressure orang luar main hentam sahaja niat untuk nak bgus,1
Stop laa salahkan perempuan! Geram betul laa baca komen dekat fb Ain tuu haihhh ðŸ˜¡ #MakeSchoolASaferPlace,stop laa salahkan geram perempuan laa baca komen fb ain tuu haihhh pouting face,-1
"Five new stories are up and running on https://t.co/FI5HPNbH4t 

If #MakeSchoolASaferPlace is a part of your advocaâ€¦ https://t.co/uk0tBvgAiB",lima kisah baru muncul terus berjalan sebahagian advoka,0
"if you choose silence, means that youâ€™re supporting sexual assault. please sign the petition.â€¦ https://t.co/a698ZAB38r",memilih diam bermaksud menyokong serangan seksual sila tandatangani petisyen,-1
"Kita bersolidariti dengan @ant33ater dan sangat mendokong mesej yang beliau bawakan.

Rogol bukan bahan jenaka, jauâ€¦ https://t.co/taMw8EnYoT",bersolidariti penting mesej bawakan rogol jenabahan jau,1
I truly hope that this will not make people generalize counsellors in the bad perspective. I am a counsellor myselfâ€¦ https://t.co/SoVeSQq6JL,Saya benar benar berharap tidak membuat orang membuat generalisasi kaunselor perspektif buruk kaunselor,0
Salah satu biang kerok musibah tenggelamnya #KRINanggala402 adalah kedunguan penyelenggara negara yg gagal mencegahâ€¦ https://t.co/HCT697mp4O,salah satu kerok musibah tenggelamnya kedunguan penyelenggara negara gagal mencegah,-1
ÛÙ… #Ø¹Ø§Ù„Ù…_Ø§Ø³Ù„Ø§Ù…ÛŒ Ù…ÛŒÚº #Ø§Ù†ÚˆÙˆÙ†ÛŒØ´ÛŒ_Ø¢Ø¨Ø¯ÙˆØ² Ú©Û’ ÚˆÙˆØ¨Ù†Û’ Ø§ÙˆØ±Ø¹Ù…Ù„Û’ Ú©ÛŒ Ù…ÙˆØª Ù¾Ø± Ø§ÙØ³Ø±Ø¯Û ÛÛŒÚºÛ”Ø§Ù†ÚˆÙˆÙ†ÛŒØ´Ø§ Ú©Û’ ØµØ¯Ø± Ø¬Ù†Ø§Ø¨ Ø¬ÙˆÚ©Ùˆ ÙˆÛŒØ¯ÙˆØ¯Ùˆ @jokowiâ€¦ https://t.co/fjpG5Vpd2e,hm myN khy ddwbny wr mly khy mwt pr fsrdh hyN nddwnysh khy Sdr jnb jwkhw wydwdw,0
Le #MondeMusulman a appris avec tristesse la mort de lâ€™Ã©quipage du sous-marin indonÃ©sien #KRINanggala402 nous prÃ©seâ€¦ https://t.co/TOgLqOzNUr,le a appris avec tristesse mort de l equipage du sous marin indonesien nous prese,0
"Kami &amp; muslim dunia berduka telah mendengar kabar tenggelamnya #KRINanggala402 &amp; kematian awaknya.
Dengan rasa sediâ€¦ https://t.co/vZHg1AO8t1",amp muslim dunia ka kabar tenggelamnya amp kematian awaknya rasa sedi,-1
"Geger Penampakan Awan Mirip KRI Nanggala 402 di Bali, Ini Faktanya

Baca selengkapnya disiniâ€¦ https://t.co/vSI6RtSQd9",geger penampakan awan mirip kri nanggala 402 bali faktanya baca selengkapnya,1
#KRINanggala402 https://t.co/9QCECCyC8u,,0
"Barangkali karena terlalu dalam, penampakan dari permukaan cuma bisa dirasakan, semangat pahlawan serta amalan yangâ€¦ https://t.co/fCw6hvFK3H",barangkali penampakan permukaan dirasakan semangat semangat amalan,1
#KRINanggala402 https://t.co/LiOgNmDpzJ,,0
Ada yang langsung menghubungkan awan unik itu dengan kapal selam KRI Nanggala 402. #KRINanggala402 https://t.co/4bBeUAKbSv,ada langsung menghubungkan awan unik kapal selam kri nanggala 402,0
Mendengar ini sepemahaman sy satu2nya cara agar tidak terjadi kecelakaan adalah maintenance kasel harus paripurna.â€¦ https://t.co/7QsonnMx6G,sepeman mahasy satu2nya tidak terjadi terjadi kecelakaan maintenance kasel paripurna,0
"@_TNIAL_ Al-Fatihah .. ðŸ¤² Amiin YRA ðŸ™ðŸ‡²ðŸ‡¨
#jalesvevajayamahe 
#tnial 
#IndonesianNavy 
#KRINanggala402",al fatihah amiin yra tangan dilipat,0
"Tentunya pula bagi mereka yang wafat dalam Iman dan Islam, Rasulullah ï·º telah bersabda dalam hadis Riwayat Muslim 1â€¦ https://t.co/Ywo0WlD9yP",wafat iman islam rasulullah bersabda hadis riwayat muslim 1,0
"Gugurnya 53 pelaut adalah tragedi bagi kita semua, namun tentunya kita berharap masih ada yang bisa selamat walau kâ€¦ https://t.co/9a8PTwlJYC",gugurnya 53 pelaut tragedi untuk ada selamat ok,0
"Now, they're watching us from up there . . .
Turut berduka cita yang sedalam-dalamnya kepada seluruh keluarga yangâ€¦ https://t.co/txA4Hs6v2k",memerhatikan berduka cita sedalam untuk keluarga turut,1
"Penyebab Lain Tenggelamnya KRI Nanggala-402

Baca selengkapnya disini
https://t.co/VgwVUQzAgS

#News #Tenggelam #KapalSelam #KRINanggala402",penyebab tenggelamnya kri nanggala 402 baca selengkapnya,0
"DPC PDI Perjuangan Garut Bantu Korban Kebakaran di Kecamatan Limbangan dan Bungbulang

#PDIPerjuanganâ€¦ https://t.co/5EfiqLl617",dpc pdi perjuangan garut kebakaran korban limbangan bungbulang,-1
"Ya, buat penutup, ane dan emak juga masih berdoa sampai sekarang. Semoga para prajurit diberikan tempat terbaik diâ€¦ https://t.co/Zd6d1YlpAE",ya ane emak ada berdoa semoga penutupan prajurit tempat terbaik,1
"https://t.co/NYu8KctFQd
#Pekanbaru #Malaysia #JawaTimur #Indonesia #KRINanggala402",,0
"Poignant words of fallen crew members, families, of #Indonesia's  #KRINanggala402 submarine:
* Petty officer Setyoâ€¦ https://t.co/5HKt7mm6H7",Perkataan pedih anggota kru jatuh keluarga pegawai kapal selam petty setyo,1
"PDI Perjuangan Kabupaten Bandung Barat 
Memperingati Malam Nuzulul Qur'an
Malam turunnya ayat Al-Qurâ€™an adalah malaâ€¦ https://t.co/SW7mB31dla",pdi kabupaten perjuangan bandung barat malam memperingati nuzulul qur malam turunnya ayat al qur an mala,1
"HEBOH Ustadz Abdul Somad dan Pengurus Masjid Jogokariyan Galang Dana Beli Kapal Selam, Harganya?â€¦ https://t.co/jbFufmAS9r",heboh ustadz abdul somad pengurus masjid jogokariyan galang dana beli kapal selam harganya,
"Viral  Penampakan Awan Bali Mirip KRI Nanggala-402, Warganet: Sudah Ada di Keabadian! 
#Viral #viralindonesiaâ€¦ https://t.co/TwqQdk552x",viral penampakan awan bali mirip kri nanggala 402 warganet ada keabadian,1
"Begini Kronologi dan Ilustrasi Tenggelamnya KRI Nanggala-402

#KRINanggala402Â  https://t.co/8vPICP8f8C",Pemula ilustrasi tenggelamnya kri nanggala 402,0
"telah gugur, kita doakan mereka husnul khotimah. Namun tetap harus menjaga akidah kita agar tetap lurus.

Barakallaâ€¦ https://t.co/h2sILoRZgR",gugur doakan husnul khotimah tetap menjaga akidah lurus barakalla,1
"Siapa yg taruh bawang disini :'), Alfatihah buat prajurit kita ðŸ™ðŸ˜¢
#KRINanggala402 #KRINaggala402 https://t.co/1xxFVxfnpn",taruh bawang alfatihah prajurit dilipat tangan menangis muka,1
"""Kalau suami kamu sedang bertugas di Kapal Selam anggap saja suami mu ini sudah mati. Berdoa saja semoga suami mu iâ€¦ https://t.co/JYsKSKZyOT",suami bertugas kapal selam anggap suami mu mati semoga suami mu i,1
Our deepest condolences to whole Indonesian Nation and the family and friends of 53 submariners who remain onâ€¦ https://t.co/QB3nyXlhCw,ucapan takziah negara indonesia keluarga rakan rakan 53 kapal selam hidup,1
KRI Nanggala-402 hilang kontak di perairan utara Bali pada Rabu (21/4) saat kapal selam tersebut sedang latihan penâ€¦ https://t.co/sx2sIKdjCJ,kri nanggala 402 hilang kontak perairan utara bali rabu 21 untuk kapal latihan pen,-1
"Beberapa Orang Komentar Tak Pantas soal Insiden Kapal Selam Nanggala-402, Siapa Saja yang Terciduk?
#KRINaggala402â€¦ https://t.co/upDgHtp2dE",orang komentar tidak tahu mengenai insiden kapal selam nanggala 402 terciduk,0
"Pemerintah Kota Denpasar ikut berbela sungkawa, Turut berduka cita dan penghargaan yg setinggi tingginya atas gugurâ€¦ https://t.co/x9aNk37nwC",pemerintah kota denpasar ikut berbela sungkawa berduturut ka penghargaan setinggi tingginya atas gugur,-1
TRENDINGIN JANGAN? #HUKUMMATI #hukummatikoruptor #babi #KRINanggala402 https://t.co/RdLy5OlOh9,trendingin,0
"Selamat Jalan Komandan, kami selalu kenang kebaikan, tutur kata lembut dan cerita2 mu kala itu di Ranai. See u komaâ€¦ https://t.co/292xuGS7kj",selamat jalan komandan kenang kebaikan kata lembut cerita2 mu ranai see u koma,0
"[Hoaks atau Fakta]: Tenggelamnya KRI Nanggala-402 akibat ditembak rudal kapal selam Prancis.

#merahputihcom #hoaksâ€¦ https://t.co/JFBViijOVf",hoaks fakta tenggelamnya kri nanggala 402 ditembak akibat rudal selam kapal prancis,-1
Awan di atas langit Bali mirip dengan kapal selam dan bikin netizen langsung teringat insiden tenggelamnya KRI Nangâ€¦ https://t.co/pi6L01Gilu,awan atas langit bali kapal selam bikin netizen langsung teringat tenggelamnya kri nang,1
"Gelombang bawah air laut mungkin punca kapal selam milik Indonesia, #KRINanggala402 tenggelam.

Pergerakan gelombanâ€¦ https://t.co/OIHRc99ZSV",gelombang udara punca kapal selam milik indonesia tenggelam gelomban pergerakan,-1
"Apakah #SahabatDikbud tahu nama senjata lainnya yang ada dalam dunia pewayangan? Yuk, berbagi pengetahuan!â€¦ https://t.co/eKm3hmKiA1",tahu nama senjata ada dunia pewayangan yuk berbagi pengetahuan,0
Tahukah #SahabatDikbud? Lima nama kapal selam @_TNIAL_ berasal dari nama senjata dalam dunia pewayangan. Mari simakâ€¦ https://t.co/GLn9jHSCGP,tahukah lima nama selam kapal berasal nama senjata dunia pewayangan mari simak,0
"SHOLAT GAIB UNTUK PRAJURIT NANGGALA 402
&gt;&gt;&gt;
https://t.co/nC6siiCs7X
.
.
#sholatgaib #korban #krinanggala402 #unusaâ€¦ https://t.co/kbVk949cHt",sholat gaib untuk prajurit gala nang402 gt gt gt,1
"Daripada Koruptor bebas berkeliaran...
â€”
Akan sangat Baik disikat habis Uangnya untuk mengganti hasil Korupnya...â€¦ https://t.co/iVU87CtLNs",koruptor bebas berkeliaran baik disikat habis uangnya untuk mengganti hasil korupnya,0
"TB Hasanuddin Minta KSAL Tanggung Jawab soal KRI Nanggala-402 Tenggelam

Selengkapnya: https://t.co/jtm36MrqNNâ€¦ https://t.co/fdGUPZJzuy",tb hasanuddin minta ksal ng jawab kri nanggala 402 tenggelam selengkapnya,0
"A small Tribute to the 53 Brave souls of KRI Nanggala 402 (Submarine curved on Pencil Lead)
#KRINanggala402â€¦ https://t.co/q14T3adUU8",penghormatan 53 jiwa berani kri nanggala 402 kapal selam melengkung plumbum pensil,1
Ketika Kapal Perang Turki Kirimkan Bendera signal Pray For KRI Nanggala ke Kapal Perang Indonesiaâ€¦ https://t.co/fyuEIoJbo7,Kapal turki perang kirimkan bendera isyarat berdoa untuk kri nanggala kapal indonesia,1
#PrayForKRINaggala402 #Nanggala402 #KRINanggala402 #Prayfornanggala402 #prayforindonesia #viralindonesia,,0
Proses investigasi untuk mencari penyebab tenggelamnya kapal selam KRI Nanggala-402 hingga kini masih terus berlangâ€¦ https://t.co/EYkH33ZnaZ,proses penyiasatan untuk mencari gelakapal selam kri nanggala 402 terus berlang,0
"Tiga Pesan UAS Soal Rakyat Galang Donasi Beli Kapal Selam, UAS Juga Ingatkan Asal TNI dari Rakyatâ€¦ https://t.co/KSVzShKUqg",tiga pesan uas rakyat soal galang donasi beli kapal selam uas ingatkan asal tni rakyat,0
"Kepolisian Daerah (Polda) Gorontalo menunjukkan empati atas gugurnya 53 personel kapal selam KRI Nanggala-402, dengâ€¦ https://t.co/k9TadZ0icz",kepolisian polda gorontalo empati atas gugurnya 53 personel kapal selam kri nanggala 402 denggi,1
"Video Awan Mirip Kapal Selam KRI Nanggala-402 di Langit Bali Viral di Medsos, Ini Pengakuan Perekamâ€¦ https://t.co/oAVJtBQaa4",video awan mirip kapal selam kri nanggala 402 langit bali viral medsos pengakuan perekam perekam,1
"Berita terupdate tentang KRI NANGGALA hari ini 
https://t.co/SJROV7pCpv

#earthquake #BeritaIN #beritaâ€¦ https://t.co/uNaMaRgVXx",berita terupdate kri nanggala hari,0
"In pictures: 
#Indonesian throw flowers and petals with names of the sunken #KRINanggala402  #submarine crew memberâ€¦ https://t.co/ijbXNb8DwB",gambar melemparkan bunga kelopak nama anggota kru tenggelam,1
Eternal Patrol ðŸ™ðŸ»ðŸ‡®ðŸ‡©  #prayfornanggala #tiktoktrans7 #krinanggala402 #ksatria #indonesia https://t.co/snvHzlvjq4,rondaan kekal dilipat tangan nada kulit ringan,1
KRI Nanggala 402 https://t.co/QCpRfiz5Mv #KRINanggala402 https://t.co/jSL2BwX6Pe,kri nanggala 402,0
"Keliru, KRI Nanggala 402 Tenggelam karena Ranjau Bawah Laut Militer Cina #KRINanggala402 #KRINanggala https://t.co/mUIa2fTZ8w",keliru kri nanggala 402 tenggelam karena ranjau laut militer cina,0
"Video yang memperlihatkan penampakan awan yang menyerupai kapal selam viral di media sosial, Instagramâ€¦ https://t.co/6j01KWa4vd",video memperlihatkan penampakan awan menyerupai kapal selam viral media sosial instagram,1
#Terpopuler Indonesia secara resmi memiliki kapal selam pada 1959 silam. Saat itu siapakah yang ditunjuk menjadi koâ€¦ https://t.co/ohfRsAyWVk,indonesia secara resmi memiliki kapal selam 1959 silam ditunjuk menjadi ko,0
"Setelah menyelam 40 tahun, KRI Nanggala-402 kini berstatus On Eternal Patrol atau patroli abadi di perairan Bali. Kâ€¦ https://t.co/a59KHGwtUt",Setelah 40 tahun kri nanggala 402 berstatus rondaan abadi patroli abadi perairan bali ok,1
"Saat ini, yang bisa kita lakukan hanya memberikan doa terbaik dan mendukung penuh semua usaha TNI AL dalam usaha peâ€¦ https://t.co/H1wBdehfkO",lakukan memberikan doa terbaik menyokong usaha tni al usaha,1
"@_TNIAL_ Semoga ada mukjizat para kru KRI NANGGALA 402 dapat ditemukan dalam keadaan selamat, #KRINaggala402 #KRINanggala402",semoga ada mukjizat kru kri nanggala 402 ditemukan keadaan selamat,1
Tragedi #KRINanggala402. Terlalu mahal harga nyawa anggota TNI kita. Jangan sampai terulang kembali. Dukung penuh uâ€¦ https://t.co/cYtUrwMbqU,tragedi mahal harga nyawa tni terulang kembali dukung penuh u,1
"Kepala Staf Angkatan Laut Laksamana TNI Yudo Margono, S.E.,MM., mengunjungi keluarga salah satu perwira yang gugurâ€¦ https://t.co/ykQKBk2nDG",staf kepala angkatan laut laksamana tni yudo margono s e mm salah satu keluarga mengunjungi perwira gugur,1
"KRI Nanggala-402 Tenggelam Diduga karena Faktor Alam, Ini Penjelasan Asrena KSAL 

#KRINanggala402 https://t.co/a9AX0JEzOf",kri nanggala 402 tenggelam diduga faktor alam penjelasan asrena ksal,1
#ICYMI #KRINanggala402 https://t.co/WinN4XaQVj,,0
"Tragedi #KRINanggala402. Anggota Komisi VI DPR RI, Amin Ak @Aminakram_  menyerukan untuk menunda pembangunan Ibu Koâ€¦ https://t.co/Uf7tgGgxCk",tragedi anggota komisi vi dpr ri amin menyerukan untuk menunda pembangunan ibu ko,0
"Dalam gelap &amp; hening, bersemayam di palung terdalam dengan penuh kedamaian.
#OnEternalPatrol
#KRINanggala402",Dalam amp hening bersemayam palung terdalam penuh kedamaian,1
KRI Nanggala-402 diduga kuat karam akibat terseret aras bawah laut yang kuat. Hal ini diperkuat oleh hasil pantauanâ€¦ https://t.co/SAUVvOoDX3,kri nanggala 402 diduga karam kuat akibat terseret laut bawah kuat diperkuat hasil pantauan,-1
"#SahabatPMK, pada 25 April 2021 Menko PMK @muhadjir_ef  melakukan kunjungan di Kota Surabaya dalam rangka memberikaâ€¦ https://t.co/NzDVUSSxI5",25 25 April 2021 menko pmk melakukan kunjungan kota surabaya rangka memberika,0
"â€œEven though Iâ€™m not ready to be missing you, Iâ€™m not ready to live without you. I wish all the best for you.â€

Thiâ€¦ https://t.co/nZ0KcuhhQ9",tidak bersedia untuk kehilangan tidak bersedia untuk hidup berharap terbaik untuk,-1
"So Long great Sailor
ðŸ™ðŸ™ðŸ™

#jalesvevajayamahe
#wiraanantarudira 
#KRINanggala402 https://t.co/lOXY5XWzsM",tangan berlayar dilipat tangan dilipat,1
"#wiraanantarudira 
#KRINanggala402 

On Eternal Patrol https://t.co/2wQHlxf1XH",rondaan abadi,1
On Eternal Patrol #KRINaggala402 #KRINanggala402 #inalillahi #RestInPeace Selamat Hari Puisi Nasional https://t.co/Lt7gwmsiKV,on eternal patrol selamat hari puisi nasional,1
Warga Bali gempar oleh penampakan awan mirip KRI Nanggala-402. Awan mirip kapal selam TNI AL yang tenggelam itu terâ€¦ https://t.co/KkukN0sYNs,warga bali gempar penampakan mirip awan kri nanggala 402 awan mirip kapal selam tni al tenggelam ter,1
"Pengalaman Merinding Blackout di Kapal Selam Nanggala 402, Merangkak di Demi Jaga Keseimbanganâ€¦ https://t.co/TwRyBJVjIm",pengalaman merinding pemadaman kapal selam nanggala 402 merangkak jaga keseimbangan,0
"Deeply saddened, remembering the soldiers who have fallen for their country recently. 
In the depth of Bali sea bedâ€¦ https://t.co/t9oA0cOlT3",sedih mengingati tentera jatuh cinta negara baru baru kedalaman dasar laut bali,-1
Jazir dan anak-anak Masjid juga telah melakukan aksi penggalangan dana. Mereka berhasil mendapatkan kurang lebih Rpâ€¦ https://t.co/bQCh4pxuiy,jazir anak anak anak melakukan aksi aksi penggalangan dana untuk mendapatkan kurang rp,1
"Turut berduka cita atas musibah yang menimpa Nanggala 402

#krinanggala402 #OnEternalPatrol https://t.co/BuOIBpinVZ",turut berduka cita atas musibah menimpa nanggala 402,0
"Ustaz Abdul Somad atau UAS mengajak warga untuk patungan membeli kapal selam.
#krinanggala402â€¦ https://t.co/pNAMXJpWx6",ustaz abdul somad mengajak uas warga untuk membeli patungan kapal selam,0
KRI nanggala 402 how rescue submarine #krinanggala402 https://t.co/VuF84VMqYT,kri nanggala 402 kapal selam penyelamat,0
"out of curiousity, here's my take on the poignant farewell sung by the Nanggala-402 sailors, before its eternal depâ€¦ https://t.co/xItgerKeAr",tahu mengambil perpisahan pedih dinyanyikan pelaut nanggala 402 depannya kekal,-1
"Abdul Hadi kini sedang menerima rawatan susulan di Institut Jantung Negara atas nasihat doktor. #sinarharian 

https://t.co/tFyTea1f5G",abdul hadi menerima rawatan rawatan rawatan institut jantung negara atas nasihat doktor,-1
Neymar dan Kylian Mbappe mampu jadi igauan ngeri buat Manchester City dalam pertemuan separuh akhir pertama Liga Juâ€¦ https://t.co/MeMqHCjQmN,neymar kylian mbappe jadi igauan ngeri bandar raya pertemuan separuh pertama liga akhir,-1
"Kelab Bundesliga, RB Leipzig dilaporkan bersetuju dengan terma kontrak ditetapkan pengendali RB Salzburg, Jesse Marâ€¦ https://t.co/XaSaHgvyS7",kelab bundesliga rb leipzig dilaporkan kontrak terma ditetapkan pengendali rb salzburg jesse mar,0
"""Sebelum itu, kita menahan dua lelaki yang juga rakan kepada suspek utama kira-kira jam 11.30 malam pada hari kejadâ€¦ https://t.co/jNh5iM4PHy",dua lelaki mempunyai rakan suspek utama kira kira jam 11 30 malam hari kejad,0
"Pengerusi MAHB, Datuk Seri Dr Zambry Abdul Kadir berkata, pihaknya tekad menjaga dan memastikan kebajikan kira-kiraâ€¦ https://t.co/ylDNoytUNU",pengerusi mahb datuk seri zambry abdul kadir berkata pihaknya tekad menjaga kebajikan kira kira,1
"Pengerusi UMNO Pahang, Datuk Seri Wan Rosdy Wan Ismail berkata, perkara itu diputuskan setelah kedua-dua parti bersâ€¦ https://t.co/aWOptRQPJF",pengerusi umno pahang datuk seri wan rosdy wan ismail berkata perkara diputuskan kedua dua bers parti,0
"ASTAF dalam satu kenyataan memaklumkan penggantungan itu, sehingga perbicaraan diadakan, telah diserahkan kepada PSâ€¦ https://t.co/X4wDMlcGS2",astaf satu kenyataan penggantungan perbicaraan diserahkan,-1
"Datuk Masidi Manjun yang juga jurucakap kerajaan negeri mengenai Covid-19 berkata, keputusan itu dibuat berdasarkanâ€¦ https://t.co/WZ6fUuqQIR",datuk masimanjun kerajaan negeri mengenai covid 19 berkata keputusan dibuat berdasarkan keputusan,0
"Muhyiddin turut menunaikan solat Maghrib, Isyak dan solat sunat tarawih berjemaah yang diimamkan Imam Besar Masjidâ€¦ https://t.co/72uO4Pan1j",muhyiddin turut menunaikan solat maghrib isyak solat sunat berjemaah tarawih diimamkan imam besar masjid,1
"Perkara itu disahkan Setiausaha Politik, Datuk Sham Mat Sahat selepas Majlis Sambutan Nuzul Al-Quran peringkat negeâ€¦ https://t.co/I5YKDDdQKi",setiausaha politik datuk sham mat sahat majlis sambutan nuzul al quran peringkat nege,0
"Pada majlis itu, Sultan Nazrin turut berkenan menyampaikan bantuan hari raya daripada dana zakat MAIPk berjumlah RMâ€¦ https://t.co/urJAInT6Tk",Pada majlis sultan nazrin berkenan menyampaikan bantuan hari raya dana zakat maipk berjumlah rm,1
"Anugerah yang membawa gelaran Knight of the National Order of Merit, anugerah kedua tertinggi di negara itu, disampâ€¦ https://t.co/7jBuwVINUX",anugerah gelaran knight of the national order of merit anugerah kedua tertinggi negara disamp,1
"â€œPengumuman rasmi akan dilakukan pada mesyuarat exco MPM selepas hari raya Aidilfitri nanti."" - Datuk Seri Megat Dâ€¦ https://t.co/JIYkKki5Nq",pengumuman rasmi dilakukan mesyuarat exco mpm selepas hari raya aidilfitri datuk seri megat d,0
"""Kami mendapati majoriti pekerja asing di negara ini tinggal di asrama yang sesak, padat, kabin tapak pembinaan danâ€¦ https://t.co/cSRZJBbBfr",Kami mendapati pekerja majoriti negara tinggal asrama mempunyai tapak pembinaan kabin padat padat,-1
