Raw,CD-Malaya,CD-RE,Polarity
"https://t.co/beNQ82hFUo

KAOS FREE FIRE FF UNISEX PRIA WANITA

Ready di Shopee, Tokopedia,dan Bukalapak kak,klik li… https://t.co/eAGgXsnSj1","['<url> <allcaps> kios percuma api fifa unisex wanita lelaki</allcaps> siap di shopee, tokopedia, dan bukalapak kak, klik li... <url>']",,0
"https://t.co/beNQ82hFUo

KAOS FREE FIRE FF UNISEX PRIA WANITA

Ready di Shopee, Tokopedia,dan Bukalapak kak,klik li… https://t.co/yg06i5MDPs","['<url> <allcaps> kios percuma api fifa unisex wanita lelaki</allcaps> siap di shopee, tokopedia, dan bukalapak kak, klik li... <url>']",,0
"https://t.co/beNQ82hFUo

KAOS FREE FIRE FF UNISEX PRIA WANITA

Ready di Shopee, Tokopedia,dan Bukalapak kak,klik li… https://t.co/mBHgl6wgbF","['<url> <allcaps> kios percuma api fifa unisex wanita lelaki</allcaps> siap di shopee, tokopedia, dan bukalapak kak, klik li... <url>']",,0
"https://t.co/beNQ82hFUo

KAOS FREE FIRE FF UNISEX PRIA WANITA

Ready di Shopee, Tokopedia,dan Bukalapak kak,klik li… https://t.co/ekVvcY3Ssp","['<url> <allcaps> kios percuma api fifa unisex wanita lelaki</allcaps> siap di shopee, tokopedia, dan bukalapak kak, klik li... <url>']",,0
Selain berkoordinasi dengan Badan Internasional Penyelamatan Bawah Laut Ismerlo evakuasi dari kedalaman 838 meter d… https://t.co/b14Rt0tLWS,['selain berkoordinasi dengan badan penyelamatan internasional bawah laut ismerlo evakuasi dari kedalaman <number> meter di ... <url>'],selain berkoordinasi dengan badan internasional penyelamatan bawah laut ismerlo evakuasi dari kedalaman meter d ,1
"https://t.co/PcAL80WAzC
#MataNajwa #TabahSampaiAkhir #KRINanggala402 #KRINanggala402",['<url> <hashtag>matanajwa</hashtag> <hashtag>tabahsampaiakhir</hashtag> <hashtag>krinanggala402</hashtag> <hashtag>krinanggala402</hashtag>'],,0
Tragedi #KRINanggala402. Terlalu mahal harga nyawa anggota TNI kita. Jangan sampai terulang kembali. Dukung penuh u… https://t.co/cYtUrwMbqU,['tragedi <hashtag> krinanggala402 </hashtag>. terlalu mahal harga anggota <allcaps> tni </allcaps> kita. sampai terujangan lang. dukung u ... <url>'],tragedi terlalu mahal harga nyawa anggota tni kita jangan sampai terulang kembali dukung penuh u ,1
"Kepala Staf Angkatan Laut Laksamana TNI Yudo Margono, S.E.,MM., mengunjungi keluarga salah satu perwira yang gugur… https://t.co/ykQKBk2nDG","['kepala staf angkatan laut laksamana <allcaps>tni</allcaps> yudi margono, s.e., mm., mengkunjungi keluarga salah satu perwira yang gugur... <url>']",kepala staf angkatan laut laksamana tni yudo margono s e mm mengunjungi keluarga salah satu perwira yang gugur ,1
"KRI Nanggala-402 Tenggelam Diduga karena Faktor Alam, Ini Penjelasan Asrena KSAL 

#KRINanggala402 https://t.co/a9AX0JEzOf","['<allcaps>kiri</allcaps> nunggal - <number>tenggelam diduga faktor alam, penjelasan ini sarena <allcaps>kesal</allcaps> <hashtag>krinanggala402</hashtag> <url>']",kri nanggala tenggelam diduga karena faktor alam ini penjelasan asrena ksal ,1
#ICYMI #KRINanggala402 https://t.co/WinN4XaQVj,['<hashtag>icmi</hashtag> <hashtag> <krinanggala402</hashtag> <url>'],,0
"Tragedi #KRINanggala402. Anggota Komisi VI DPR RI, Amin Ak @Aminakram_  menyerukan untuk menunda pembangunan Ibu Ko… https://t.co/Uf7tgGgxCk","['tragedi <hashtag> krinanggala402</hashtag>. anggota komisi <allcaps> vi dapur ri </allcaps>, amin aku <user> untuk menyerukan menundi pembangunan ibu ... <url>']",tragedi anggota komisi vi dpr ri amin ak menyerukan untuk menunda pembangunan ibu ko ,0
"Dalam gelap &amp; hening, bersemayam di palung terdalam dengan penuh kedamaian.
#OnEternalPatrol
#KRINanggala402","['Dalam gelap dan hening, bersemayam di palung terdalam dengan penuh kedamaian . <hashtag> oneternalpatrol </hashtag> <hashtag> krinanggala402 </hashtag>']",dalam gelap amp hening bersemayam di palung terdalam dengan penuh kedamaian ,1
KRI Nanggala-402 diduga kuat karam akibat terseret aras bawah laut yang kuat. Hal ini diperkuat oleh hasil pantauan… https://t.co/SAUVvOoDX3,['<allcaps> kiri</allcaps> nunggal - <number> kuat diduga karam akibat terseret terseret aras laut yang kuat. hal ini diperkuat oleh hasil pantauan ... <url>'],kri nanggala diduga kuat karam akibat terseret aras bawah laut yang kuat hal ini diperkuat oleh hasil pantauan ,-1
"#SahabatPMK, pada 25 April 2021 Menko PMK @muhadjir_ef  melakukan kunjungan di Kota Surabaya dalam rangka memberika… https://t.co/NzDVUSSxI5","['<hashtag>sahabatpmk</hashtag>, pada <date>menkamu <allcaps>pemuka</allcaps> <user> melakukan kunjungan di kota surabaya dalam rangka memberikan ... <url>']", pada april menko pmk melakukan kunjungan di kota surabaya dalam rangka memberika ,0
"“Even though I’m not ready to be missing you, I’m not ready to live without you. I wish all the best for you.”

Thi… https://t.co/nZ0KcuhhQ9","['""Walaupun saya tidak bersedia untuk menjadi hilang, awak tidak bersedia hidup awak ke saya. ingin semua yang terbaik untuk awak."" ""tahi ... <url>']", even though i m not ready to be missing you i m not ready to live without you i wish all the best for you thi ,-1
"So Long great Sailor
🙏🙏🙏

#jalesvevajayamahe
#wiraanantarudira 
#KRINanggala402 https://t.co/lOXY5XWzsM",['jadi long pelayar <hashtag>jalesvevajayamahe</hashtag> <hashtag>wiraanantarudira</hashtag> <hashtag>krinanggala402</hashtag> <url>'],so long great sailor ,1
"#wiraanantarudira 
#KRINanggala402 

On Eternal Patrol https://t.co/2wQHlxf1XH",['<hashtag>wiraanantarudira</hashtag> <hashtag>krinanggala402</hashtag>pada ronkekal <url>'], on eternal patrol ,1
On Eternal Patrol #KRINaggala402 #KRINanggala402 #inalillahi #RestInPeace Selamat Hari Puisi Nasional https://t.co/Lt7gwmsiKV,['kekal pada rondaan <hashtag>krinaggala402</hashtag> <hashtag>krinanggala402</hashtag> <hashtag>innalillahi</hashtag> <hashtag>restinpeace</hashtag>selamat hari puisi nasional <url>'],on eternal patrol selamat hari puisi nasional ,1
Warga Bali gempar oleh penampakan awan mirip KRI Nanggala-402. Awan mirip kapal selam TNI AL yang tenggelam itu ter… https://t.co/KkukN0sYNs,['warga bali gempar oleh pentampakan akan mirip awan <allcaps> kiri</allcaps> nunggal - <nombor>. awan mirip kapal <selam allcaps> tni al</allcaps> yang tenggelam itu ter ... <url>'],warga bali gempar oleh penampakan awan mirip kri nanggala awan mirip kapal selam tni al yang tenggelam itu ter ,1
"Pengalaman Merinding Blackout di Kapal Selam Nanggala 402, Merangkak di Demi Jaga Keseimbangan… https://t.co/TwRyBJVjIm","['pengalaman merinding pemadaman di kapal selam nunggal <number>, merangkak di demi keseimbangan jaga ... <url>']",pengalaman merinding blackout di kapal selam nanggala merangkak di demi jaga keseimbangan ,0
"Deeply saddened, remembering the soldiers who have fallen for their country recently. 
In the depth of Bali sea bed… https://t.co/t9oA0cOlT3","['Dengan sedih, mengingati yang tentera yang ada untuk jatuh ke negara baru-baru ini. masuk yang kedalaman dari bali laut katil ... <url>']",deeply saddened remembering the soldiers who have fallen for their country recently in the depth of bali sea bed ,-1
Jazir dan anak-anak Masjid juga telah melakukan aksi penggalangan dana. Mereka berhasil mendapatkan kurang lebih Rp… https://t.co/bQCh4pxuiy,['jair dan anak-anak masjid juga telah melakukan aksi pengasuh dana. mereka berjaya mendapatkan lebih banyak ... <url>'],jazir dan anak anak masjid juga telah melakukan aksi penggalangan dana mereka berhasil mendapatkan kurang lebih rp ,1
"Turut berduka cita atas musibah yang menimpa Nanggala 402

#krinanggala402 #OnEternalPatrol https://t.co/BuOIBpinVZ",['turut berduka cita atas musibah yang menimpak nunggal <number> <hashtag> krinanggala402</hashtag> <hashtag> oneternalpatrol</hashtag> <url>'],turut berduka cita atas musibah yang menimpa nanggala ,0
"Ustaz Abdul Somad atau UAS mengajak warga untuk patungan membeli kapal selam.
#krinanggala402… https://t.co/pNAMXJpWx6",['ustaz abdul somad atau <allcaps> luas</allcaps> untuk patungan membeli kapal selam . <hashtag> krinanggala402</hashtag> ... <url>'],ustaz abdul somad atau uas mengajak warga untuk patungan membeli kapal selam ,0
KRI nanggala 402 how rescue submarine #krinanggala402 https://t.co/VuF84VMqYT,['<allcaps>kiri</allcaps> nunggal <number> bagaimana di kapal selam <hashtag>krinanggala402</hashtag> <url>'],kri nanggala how rescue submarine ,0
"out of curiousity, here's my take on the poignant farewell sung by the Nanggala-402 sailors, before its eternal dep… https://t.co/xItgerKeAr","[""daripada rasa ingin tahu, di sini 's ambil pada saya yang poignant perpisahan dinyanyikan dengan yang nunggal - <number>sailors, sebelum kekal nya depu ... <url>""]",out of curiousity here s my take on the poignant farewell sung by the nanggala sailors before its eternal dep ,-1
